district,cwd_yr_clim_mm,smd_jja_clim_mm
BS22 8,235.7,114.15
BS22 9,217.02,109.47
BS23 1,223.56,111.41
BS23 2,173.7,92.19
BS23 3,227.86,112.31
BS23 4,233.58,113.47
BS23 9,222.0,110.94
BS24 0,258.37,120.13
BS24 6,259.61,119.82
BS24 7,248.85,116.49
BS24 8,246.42,116.57
BS24 9,227.32,110.65
BS25 1,201.94,101.47
BS25 5,251.15,116.89
BS25 9,232.99,111.03
BS26 2,252.63,117.57
BS27 3,220.45,108.91
BS28 4,268.77,122.56
BS29 6,245.34,113.99
BS3 1,263.75,122.74
BS3 2,257.67,121.14
BS3 3,251.43,119.26
BS3 4,263.07,122.37
BS3 5,259.3,121.15
BS3 9,263.76,122.75
BS30 5,243.7,116.62
BS30 6,271.2,124.01
BS30 7,249.93,119.05
BS30 8,274.05,125.2
BS30 9,278.47,125.72
BS31 1,286.64,126.93
BS31 2,276.67,124.55
BS31 3,281.95,125.86
BS31 9,296.29,128.98
BS32 0,259.24,122.11
BS32 4,260.34,123.27
BS32 8,263.08,123.17
BS32 9,253.36,121.35
BS34 4,238.72,118.2
BS34 5,238.57,118.25
BS34 6,257.44,122.23
BS34 7,245.45,119.92
BS34 8,255.69,121.64
BS34 9,250.5,121.18
BS35 1,264.33,120.47
BS35 2,241.92,114.17
BS35 3,248.72,117.74
BS35 4,262.82,123.62
BS35 5,249.44,121.55
BS35 9,240.65,113.57
BS36 1,261.77,121.9
BS36 2,263.5,121.9
BS37 0,266.34,122.75
BS37 4,266.52,123.24
BS37 5,267.9,123.3
BS37 6,252.49,119.15
BS37 7,266.84,122.43
BS37 8,252.49,119.57
BS37 9,264.68,122.24
BS39 4,248.35,116.92
BS39 5,221.9,108.45
BS39 6,227.78,109.18
BS39 7,234.57,110.81
BS4 1,241.1,115.83
BS4 2,244.1,116.31
BS4 3,255.27,118.94
BS4 4,247.1,115.93
BS4 5,262.11,120.7
BS40 5,231.14,112.51
BS40 6,187.29,96.82
BS40 7,176.58,92.84
BS40 8,225.83,109.91
BS40 9,193.33,100.27
BS41 8,192.56,99.27
BS41 9,224.33,109.82
BS48 1,199.94,102.19
BS48 2,229.68,112.87
BS48 3,203.49,103.75
BS48 4,239.93,115.69
BS48 9,222.4,110.54
BS49 4,249.21,118.16
BS49 5,258.86,119.28
BS5 0,264.98,122.82
BS5 5,258.54,120.52
BS5 6,260.64,121.95
BS5 7,244.81,117.37
BS5 8,242.64,115.36
BS5 9,258.55,120.52
BS6 5,253.35,120.43
BS6 6,245.67,118.28
BS6 7,223.22,111.5
BS6 9,253.35,120.43
BS7 0,234.87,116.46
BS7 8,240.37,116.79
BS7 9,243.26,118.22
BS8 1,233.76,114.44
BS8 2,230.86,113.58
BS8 3,197.7,101.57
BS8 4,256.77,121.36
BS8 9,233.77,114.44
BS9 0,245.09,119.67
BS9 1,239.12,116.88
BS9 2,250.95,120.93
BS9 3,249.84,120.8
BS9 4,236.81,116.86
CA1 1,189.41,102.25
CA1 2,190.91,104.65
CA1 3,192.2,106.82
CA1 9,188.71,101.48
CA10 1,129.2,69.41
CA10 2,121.14,58.13
CA10 3,121.52,59.74
CA11 0,98.2,41.68
CA11 1,219.69,114.92
CA11 7,219.67,114.92
CA11 8,202.34,107.49
CA11 9,183.96,100.58
CA12 4,77.23,26.43
CA12 5,70.58,20.23
CA13 0,120.22,59.43
CA13 3,171.24,94.07
CA13 9,92.22,36.67
CA14 1,148.61,83.75
CA14 2,161.13,93.93
CA14 3,153.9,88.72
CA14 4,112.04,54.56
CA14 5,127.69,70.94
CA14 9,161.14,93.93
CA15 6,145.16,81.49
CA15 7,136.73,73.34
CA15 8,131.36,72.27
CA15 9,134.21,74.11
CA16 6,121.01,62.07
CA17 4,109.57,54.44
CA18 1,95.16,39.34
CA19 1,84.56,30.22
CA2 4,191.14,104.66
CA2 5,194.67,104.82
CA2 6,188.42,103.13
CA2 7,186.23,100.9
CA20 1,72.11,21.26
CA21 2,121.7,65.95
CA22 2,89.54,37.2
CA22 9,106.1,50.62
CA23 3,71.49,20.82
CA24 3,114.52,59.76
CA25 5,107.74,51.51
CA26 3,92.7,39.23
CA27 0,111.52,61.59
CA28 0,122.71,68.19
CA28 6,108.34,55.51
CA28 7,120.69,66.63
CA28 8,100.75,48.14
CA28 9,102.33,53.19
CA3 0,177.26,95.7
CA3 8,192.5,103.26
CA3 9,183.74,98.88
CA4 0,187.5,104.31
CA4 8,187.71,105.68
CA4 9,137.58,73.65
CA5 6,189.29,103.9
CA5 7,167.87,92.34
CA6 4,176.83,96.34
CA6 5,153.65,81.36
CA6 6,131.38,66.03
CA7 0,187.13,102.46
CA7 1,118.16,57.32
CA7 2,134.85,70.12
CA7 3,163.75,88.36
CA7 4,161.48,90.74
CA7 5,170.06,91.05
CA7 7,178.19,96.99
CA7 8,124.63,62.79
CA7 9,178.22,97.15
CA8 0,160.27,86.74
CA8 1,135.28,72.06
CA8 2,137.44,72.87
CA8 7,112.7,55.63
CA8 9,125.72,65.37
CA9 3,89.53,39.97
CB1 0,372.33,139.76
CB1 1,375.12,140.02
CB1 2,372.33,139.76
CB1 3,376.29,140.81
CB1 7,374.18,139.85
CB1 8,374.72,141.02
CB1 9,382.79,142.43
CB10 1,356.9,137.7
CB10 2,343.4,135.85
CB10 9,356.05,136.25
CB11 3,344.06,135.83
CB11 4,340.25,134.92
CB2 0,379.58,141.54
CB2 1,378.25,140.5
CB2 3,375.12,140.02
CB2 7,379.38,140.78
CB2 8,376.39,140.28
CB2 9,375.89,140.69
CB21 4,347.14,136.1
CB21 5,360.79,139.31
CB21 6,363.06,138.45
CB22 3,365.85,139.57
CB22 4,373.84,140.72
CB22 5,378.05,141.61
CB22 6,388.96,143.65
CB22 7,386.44,143.15
CB23 1,371.99,140.12
CB23 2,355.34,137.61
CB23 3,357.99,138.41
CB23 4,373.17,139.93
CB23 5,356.14,137.97
CB23 6,353.1,137.43
CB23 7,360.17,138.25
CB23 8,368.96,139.35
CB24 1,380.94,140.66
CB24 3,375.54,140.27
CB24 4,385.01,141.94
CB24 5,374.18,140.42
CB24 6,366.98,140.39
CB24 8,373.94,141.19
CB24 9,369.12,140.4
CB25 0,371.89,142.11
CB25 9,373.21,141.78
CB3 0,371.46,140.13
CB3 1,366.83,139.3
CB3 9,371.04,139.53
CB4 0,368.63,139.86
CB4 1,375.87,140.74
CB4 2,368.14,140.03
CB4 3,369.78,139.37
CB5 8,373.46,140.76
CB6 1,361.29,140.02
CB6 2,367.53,140.64
CB6 3,364.87,140.6
CB7 4,359.21,139.97
CB7 5,367.88,141.73
CB7 6,373.87,142.46
CB7 7,370.56,142.1
CB7 9,370.59,142.25
CB8 0,355.07,139.1
CB8 1,363.36,140.62
CB8 7,360.64,140.89
CB8 8,332.99,135.31
CB8 9,330.41,134.5
CB9 0,353.27,136.43
CB9 1,366.99,138.3
CB9 7,350.02,136.77
CB9 8,355.04,136.92
CB9 9,350.63,136.68
CF10 1,180.59,90.44
CF10 2,180.58,90.43
CF10 3,190.25,94.03
CF10 4,177.69,91.75
CF10 5,182.63,92.57
CF11 0,182.09,92.64
CF11 1,184.52,93.39
CF11 6,186.33,93.42
CF11 7,184.53,93.39
CF11 8,178.82,90.21
CF11 9,189.99,93.92
CF14 0,180.38,88.86
CF14 1,194.94,94.66
CF14 2,200.72,97.46
CF14 3,187.51,91.72
CF14 4,190.26,92.81
CF14 5,192.73,93.95
CF14 6,179.08,86.97
CF14 7,197.02,94.96
CF14 8,192.75,93.95
CF14 9,172.65,84.25
CF15 5,181.41,87.84
CF15 7,150.21,71.4
CF15 8,185.89,90.6
CF15 9,155.46,73.46
CF23 5,182.24,90.05
CF23 6,182.24,90.09
CF23 7,189.38,93.85
CF23 8,187.12,92.77
CF23 9,181.3,90.66
CF24 0,181.03,91.13
CF24 1,180.86,90.28
CF24 2,179.68,91.71
CF24 3,180.86,90.28
CF24 4,183.36,91.08
CF24 5,178.1,90.98
CF3 0,197.69,98.93
CF3 1,192.57,97.74
CF3 2,197.63,99.46
CF3 3,186.88,94.68
CF3 4,182.09,91.99
CF3 5,193.07,96.18
CF3 6,197.66,96.26
CF31 1,159.28,79.14
CF31 2,158.6,79.14
CF31 3,169.4,85.98
CF31 4,148.8,73.02
CF31 5,156.58,79.96
CF31 9,163.81,82.31
CF32 0,140.0,68.37
CF32 7,90.74,29.49
CF32 8,92.97,31.22
CF32 9,138.47,64.31
CF33 4,154.55,80.81
CF33 6,139.98,66.16
CF34 0,92.01,30.85
CF34 4,107.75,39.47
CF34 9,102.7,38.19
CF35 5,156.14,78.0
CF35 6,121.36,52.01
CF36 3,155.2,83.86
CF36 5,158.57,83.96
CF36 9,156.4,84.95
CF37 1,124.56,53.02
CF37 2,121.52,50.3
CF37 3,115.37,46.14
CF37 4,133.15,59.44
CF37 5,145.8,68.26
CF37 9,148.37,69.21
CF38 1,150.76,69.98
CF38 2,147.36,66.91
CF39 0,112.39,44.1
CF39 8,110.0,42.5
CF39 9,115.55,45.78
CF40 1,109.32,42.19
CF40 2,104.15,38.54
CF40 9,97.12,34.36
CF41 7,98.56,34.61
CF42 5,85.52,26.88
CF42 6,93.8,31.19
CF42 9,113.31,42.95
CF43 3,105.27,39.67
CF43 4,98.83,34.61
CF44 0,122.41,53.62
CF44 4,140.68,63.22
CF44 6,115.53,46.34
CF44 7,121.99,51.4
CF44 8,100.55,35.57
CF44 9,99.05,36.7
CF45 3,109.58,42.09
CF45 4,117.7,48.55
CF46 5,139.25,63.84
CF46 6,127.4,55.88
CF47 0,150.27,75.22
CF47 7,164.11,82.82
CF47 8,141.6,69.47
CF47 9,137.29,67.02
CF48 1,129.16,59.89
CF48 2,101.69,39.92
CF48 3,140.86,70.42
CF48 4,127.43,57.95
CF5 1,191.16,94.54
CF5 2,201.28,98.16
CF5 3,202.91,98.35
CF5 4,199.84,97.71
CF5 5,194.21,96.35
CF5 6,193.02,96.83
CF5 7,194.28,94.44
CF5 9,208.43,101.88
CF61 1,152.87,83.41
CF61 2,168.88,91.27
CF62 3,184.69,98.88
CF62 4,165.93,89.22
CF62 5,194.55,104.25
CF62 6,192.07,103.57
CF62 7,181.84,97.59
CF62 8,191.34,100.34
CF62 9,181.87,95.03
CF63 1,181.82,94.17
CF63 2,188.76,98.21
CF63 3,183.72,97.43
CF63 4,185.95,98.49
CF63 9,198.88,105.81
CF64 1,180.03,92.96
CF64 2,175.76,90.03
CF64 3,173.12,90.33
CF64 4,178.36,91.45
CF64 5,172.23,90.69
CF64 9,165.12,86.46
CF71 7,169.62,86.93
CF72 0,151.67,69.01
CF72 4,148.09,69.76
CF72 8,155.38,72.39
CF72 9,141.07,64.07
CF81 8,146.56,71.44
CF81 9,122.77,52.88
CF82 6,155.16,77.36
CF82 7,149.12,72.51
CF82 8,132.05,60.33
CF82 9,142.77,67.48
CF83 1,152.17,73.29
CF83 2,144.81,69.26
CF83 3,154.46,75.38
CF83 4,117.54,48.77
CF83 8,161.44,78.44
CF83 9,161.56,79.43
CH1 1,247.14,120.24
CH1 2,247.14,120.24
CH1 3,247.13,120.23
CH1 4,259.64,123.42
CH1 5,249.69,121.25
CH1 6,241.74,119.87
CH1 9,246.23,119.54
CH2 1,241.34,118.77
CH2 2,243.3,119.11
CH2 3,254.39,122.05
CH2 4,250.33,121.75
CH3 5,262.12,124.49
CH3 6,266.64,125.0
CH3 7,269.03,126.26
CH3 8,273.5,126.8
CH3 9,254.43,122.25
CH4 0,234.44,116.9
CH4 7,258.46,123.4
CH4 8,256.97,122.77
CH4 9,246.97,120.25
CH41 0,189.77,109.77
CH41 1,186.68,108.18
CH41 2,184.75,106.35
CH41 3,188.43,108.89
CH41 4,188.43,108.89
CH41 5,184.75,106.35
CH41 6,184.74,106.34
CH41 7,195.32,112.62
CH41 8,189.77,109.77
CH41 9,186.93,106.43
CH42 0,179.21,103.43
CH42 1,186.14,104.83
CH42 2,188.15,106.2
CH42 3,186.95,106.44
CH42 4,188.16,106.2
CH42 5,186.95,106.44
CH42 6,182.68,104.2
CH42 7,179.21,103.43
CH42 8,173.04,101.55
CH42 9,179.22,103.43
CH43 0,184.31,107.88
CH43 1,179.24,104.91
CH43 2,167.82,100.12
CH43 3,186.46,107.61
CH43 4,179.24,104.91
CH43 5,162.32,96.05
CH43 6,170.06,100.76
CH43 7,179.97,106.31
CH43 8,189.79,109.78
CH43 9,182.15,107.18
CH44 0,171.36,100.77
CH44 1,163.23,96.73
CH44 2,186.97,109.17
CH44 3,170.79,101.04
CH44 4,171.39,100.78
CH44 5,170.79,101.04
CH44 6,181.61,105.48
CH44 7,181.62,105.49
CH44 8,171.36,100.77
CH44 9,171.38,100.78
CH45 0,168.34,100.27
CH45 1,179.65,104.99
CH45 2,154.36,91.34
CH45 3,168.3,100.26
CH45 4,163.23,96.73
CH45 5,154.39,91.37
CH45 6,163.23,96.72
CH45 7,179.68,105.0
CH45 8,175.34,104.7
CH45 9,154.39,91.36
CH46 0,171.81,103.95
CH46 1,181.28,107.93
CH46 2,187.51,109.9
CH46 3,171.2,103.74
CH46 4,166.91,101.76
CH46 5,177.65,106.17
CH46 6,169.38,102.77
CH46 7,167.63,102.08
CH46 8,173.49,104.85
CH46 9,180.47,107.23
CH47 0,187.19,109.04
CH47 1,197.81,111.9
CH47 2,189.84,109.8
CH47 3,189.78,109.78
CH47 4,199.54,112.69
CH47 5,189.75,109.77
CH47 6,170.09,102.72
CH47 7,170.1,102.73
CH47 8,170.11,102.74
CH47 9,184.42,108.48
CH48 0,211.91,116.19
CH48 1,208.81,115.65
CH48 2,195.12,109.46
CH48 3,217.35,117.52
CH48 4,217.29,117.5
CH48 5,210.55,115.8
CH48 6,209.83,115.73
CH48 7,194.54,109.61
CH48 8,194.54,109.62
CH48 9,212.87,116.6
CH49 0,177.77,105.69
CH49 1,177.79,105.69
CH49 2,184.55,108.17
CH49 3,188.11,109.19
CH49 4,178.96,106.62
CH49 5,181.64,106.81
CH49 6,175.51,105.01
CH49 7,184.97,108.36
CH49 8,185.09,108.43
CH49 9,178.21,105.98
CH5 1,256.97,123.05
CH5 2,259.9,124.57
CH5 3,232.82,116.06
CH5 4,252.46,123.0
CH5 9,259.45,123.78
CH6 5,235.91,120.57
CH6 6,206.34,110.07
CH6 9,237.06,121.52
CH60 0,228.78,120.61
CH60 1,209.34,114.81
CH60 2,211.44,115.21
CH60 3,210.55,114.32
CH60 4,241.49,124.25
CH60 5,195.13,109.69
CH60 6,195.12,109.69
CH60 7,195.13,109.69
CH60 8,257.77,127.93
CH60 9,240.9,124.3
CH61 0,213.56,116.36
CH61 1,198.78,112.25
CH61 2,196.51,110.74
CH61 3,187.1,108.4
CH61 4,189.01,108.91
CH61 5,194.34,109.99
CH61 6,194.35,109.99
CH61 7,180.78,106.12
CH61 8,194.33,109.98
CH61 9,199.38,112.17
CH62 0,214.77,114.45
CH62 1,192.98,107.75
CH62 2,192.35,107.43
CH62 3,192.36,107.25
CH62 4,190.71,107.31
CH62 5,184.49,104.09
CH62 6,214.58,114.55
CH62 7,199.66,109.67
CH62 8,212.18,113.72
CH62 9,231.79,119.39
CH63 0,209.56,113.09
CH63 1,201.01,111.04
CH63 2,181.65,101.79
CH63 3,184.74,104.52
CH63 4,199.79,110.0
CH63 5,177.57,101.47
CH63 6,196.07,109.75
CH63 7,188.24,106.75
CH63 8,177.75,100.6
CH63 9,193.77,107.57
CH64 0,243.22,121.48
CH64 1,218.79,115.51
CH64 2,215.5,113.91
CH64 3,216.82,115.38
CH64 4,212.19,112.58
CH64 5,236.61,119.09
CH64 6,240.06,121.69
CH64 7,202.21,109.88
CH64 8,210.04,111.81
CH64 9,220.87,115.5
CH65 0,238.74,118.88
CH65 1,226.7,117.19
CH65 2,239.49,119.58
CH65 3,232.49,117.99
CH65 4,250.22,121.88
CH65 5,238.75,118.88
CH65 6,231.73,117.22
CH65 7,233.47,117.71
CH65 8,229.82,116.92
CH65 9,238.38,118.51
CH66 0,227.64,115.81
CH66 1,229.69,117.35
CH66 2,232.6,117.41
CH66 3,228.91,116.54
CH66 4,229.04,116.39
CH66 5,235.38,119.71
CH66 6,236.65,120.54
CH66 7,240.74,121.3
CH66 8,228.02,116.92
CH66 9,226.06,115.87
CH7 1,222.94,115.54
CH7 2,208.72,110.12
CH7 3,208.77,110.01
CH7 4,176.66,97.29
CH7 5,166.14,93.84
CH7 6,202.38,109.49
CH7 9,228.18,117.03
CH8 7,210.8,113.79
CH8 8,166.8,96.16
CH8 9,188.74,106.65
CM0 7,362.47,140.98
CM0 8,382.18,142.85
CM1 1,393.95,141.75
CM1 2,393.21,141.16
CM1 3,377.43,139.11
CM1 4,379.24,139.72
CM1 6,380.77,140.51
CM1 7,386.76,141.19
CM1 9,393.96,141.76
CM11 1,358.0,138.6
CM11 2,362.06,138.97
CM12 0,367.69,139.48
CM12 2,332.43,133.59
CM12 9,352.27,137.14
CM13 1,362.12,138.53
CM13 2,352.01,136.46
CM13 3,375.29,139.93
CM14 4,349.64,135.62
CM14 5,362.87,137.56
CM14 9,340.18,134.29
CM15 0,358.87,136.91
CM15 8,352.18,136.52
CM15 9,356.3,137.26
CM16 4,338.47,133.8
CM16 5,344.58,134.98
CM16 6,352.87,136.54
CM16 7,358.57,137.11
CM16 9,331.62,132.47
CM17 0,362.61,138.13
CM17 9,339.9,134.45
CM18 6,361.01,138.61
CM18 7,339.2,134.51
CM19 4,365.69,138.99
CM19 5,370.48,138.86
CM2 0,405.2,143.05
CM2 5,393.52,142.69
CM2 6,397.23,142.54
CM2 7,380.43,140.85
CM2 8,372.58,139.61
CM2 9,390.39,141.0
CM20 1,369.8,140.03
CM20 2,393.2,142.03
CM20 3,362.05,138.94
CM20 9,363.55,139.06
CM21 0,369.7,139.16
CM21 1,360.8,137.62
CM21 9,360.78,137.91
CM22 6,337.08,136.03
CM22 7,356.28,138.21
CM23 0,349.29,137.8
CM23 1,334.36,134.76
CM23 2,353.06,138.25
CM23 3,357.8,139.34
CM23 4,360.28,138.85
CM23 5,338.53,136.03
CM23 9,357.77,139.34
CM24 1,337.74,136.47
CM24 8,330.42,134.84
CM3 1,364.41,137.84
CM3 2,368.5,139.18
CM3 3,374.39,139.58
CM3 4,363.1,138.98
CM3 5,365.5,139.95
CM3 6,370.02,140.75
CM3 7,357.56,138.65
CM3 8,356.05,138.77
CM3 9,373.78,141.12
CM4 0,364.61,137.17
CM4 9,368.58,139.74
CM5 0,369.84,137.84
CM5 5,384.58,139.74
CM5 9,369.56,137.68
CM6 1,353.6,137.39
CM6 2,342.31,136.53
CM6 3,339.68,135.2
CM6 4,336.79,136.01
CM7 0,347.63,136.05
CM7 1,365.59,138.54
CM7 2,352.77,136.85
CM7 3,352.44,136.93
CM7 4,348.43,136.43
CM7 5,341.85,135.33
CM7 9,356.85,137.27
CM77 6,345.08,135.85
CM77 7,354.03,137.22
CM77 8,359.0,137.49
CM8 1,368.28,138.58
CM8 2,369.11,138.52
CM8 3,365.18,138.34
CM8 9,373.01,139.16
CM9 4,381.12,141.8
CM9 5,378.81,141.73
CM9 6,371.98,140.42
CM9 8,368.58,140.54
CM9 9,382.31,141.68
CO1 1,371.38,138.6
CO1 2,378.09,139.64
CO1 9,371.41,138.6
CO10 0,355.63,137.57
CO10 1,365.84,138.3
CO10 2,353.57,136.0
CO10 3,346.76,136.16
CO10 5,367.1,139.45
CO10 7,370.04,139.28
CO10 8,359.44,138.21
CO10 9,350.68,137.08
CO11 1,388.65,140.9
CO11 2,378.21,140.23
CO11 9,392.39,141.34
CO12 3,310.13,135.1
CO12 4,320.87,136.41
CO12 5,340.56,137.48
CO12 9,302.05,133.4
CO13 0,302.48,133.0
CO13 3,274.88,128.86
CO13 9,277.14,129.08
CO14 8,282.41,131.1
CO15 1,275.14,126.75
CO15 2,285.11,129.67
CO15 3,273.81,128.05
CO15 4,295.11,131.76
CO15 5,278.73,128.56
CO15 6,272.34,127.26
CO15 9,272.51,127.67
CO16 0,356.46,138.81
CO16 7,283.65,129.17
CO16 8,318.0,135.96
CO16 9,335.32,137.09
CO2 0,384.25,141.19
CO2 7,360.71,137.77
CO2 8,385.77,140.89
CO2 9,369.49,139.06
CO3 0,387.62,141.42
CO3 3,366.18,138.28
CO3 4,370.92,138.81
CO3 8,383.48,140.53
CO3 9,380.37,140.14
CO4 0,368.26,137.6
CO4 3,380.92,139.67
CO4 5,386.23,140.65
CO4 6,358.77,137.01
CO4 7,370.2,138.5
CO4 9,363.65,136.81
CO5 0,356.4,138.13
CO5 7,371.08,140.58
CO5 8,357.1,139.72
CO5 9,370.9,139.29
CO6 1,374.35,139.25
CO6 2,370.62,138.94
CO6 3,374.87,139.65
CO6 4,381.11,140.78
CO6 5,368.58,138.71
CO7 0,357.43,139.9
CO7 5,355.74,140.18
CO7 6,382.82,140.2
CO7 7,379.61,139.4
CO7 8,369.55,139.82
CO7 9,373.72,139.36
CO8 5,370.02,139.47
CO9 1,348.46,136.01
CO9 2,349.69,136.54
CO9 3,355.83,137.52
CO9 4,360.12,138.08
CO9 9,368.02,139.16
CR0 0,302.86,126.36
CR0 1,352.03,134.85
CR0 2,355.54,136.19
CR0 3,363.29,136.86
CR0 4,357.28,135.46
CR0 5,322.07,130.16
CR0 6,356.65,136.46
CR0 7,353.68,136.17
CR0 8,336.26,133.1
CR0 9,301.2,126.03
CR2 0,311.89,127.06
CR2 6,349.41,133.48
CR2 7,317.52,128.84
CR2 8,293.64,123.81
CR2 9,281.92,121.21
CR3 0,275.18,119.31
CR3 4,269.45,118.71
CR3 5,263.29,117.79
CR3 6,269.17,119.54
CR3 7,264.04,118.32
CR4 1,374.48,139.29
CR4 2,375.83,139.66
CR4 3,378.12,139.87
CR4 4,370.86,138.73
CR4 9,378.15,139.87
CR5 1,274.98,119.89
CR5 2,300.53,125.93
CR5 3,297.46,124.98
CR5 9,319.23,129.29
CR6 9,274.33,120.43
CR7 6,366.34,137.37
CR7 7,362.06,137.4
CR7 8,358.7,137.48
CR8 1,301.1,124.96
CR8 2,316.5,127.71
CR8 3,323.27,129.4
CR8 4,316.97,128.18
CR8 5,283.45,121.58
CT1 1,361.47,136.84
CT1 2,369.47,138.08
CT1 3,355.48,136.09
CT1 9,375.85,138.84
CT10 1,268.01,125.65
CT10 2,286.94,129.18
CT10 3,301.74,131.64
CT10 9,270.64,126.75
CT11 0,247.62,118.88
CT11 1,232.97,114.85
CT11 7,234.67,115.85
CT11 8,234.58,115.78
CT11 9,235.89,115.67
CT12 4,340.01,135.33
CT12 5,306.04,130.51
CT12 6,250.3,119.83
CT13 0,348.09,137.19
CT13 9,331.89,136.11
CT14 0,306.95,130.46
CT14 4,265.36,122.26
CT14 6,273.41,124.27
CT14 7,262.74,122.32
CT14 8,249.35,118.8
CT14 9,283.14,126.5
CT15 4,311.77,129.08
CT15 5,251.47,118.26
CT15 6,214.41,108.78
CT15 7,257.16,118.26
CT16 1,209.18,105.85
CT16 2,222.84,109.03
CT16 3,243.31,115.52
CT16 9,214.4,106.15
CT17 0,232.71,111.66
CT17 9,219.0,108.38
CT18 7,236.38,112.7
CT18 8,262.24,120.1
CT19 4,274.97,123.86
CT19 5,266.64,122.56
CT19 6,250.71,118.04
CT2 0,355.37,136.75
CT2 7,353.81,135.97
CT2 8,356.13,136.17
CT2 9,324.04,131.99
CT20 1,264.33,123.09
CT20 2,253.8,120.04
CT20 3,267.77,122.41
CT20 9,264.28,123.08
CT21 4,296.69,128.96
CT21 5,277.32,125.21
CT21 6,299.17,130.26
CT21 9,291.27,128.88
CT3 1,365.37,137.93
CT3 2,369.75,139.47
CT3 3,336.75,134.03
CT3 4,356.61,137.69
CT4 5,304.54,128.58
CT4 6,283.52,124.89
CT4 7,305.34,128.22
CT4 8,312.06,129.16
CT5 1,326.4,136.1
CT5 2,326.17,136.45
CT5 3,328.3,135.01
CT5 4,337.35,137.8
CT5 9,323.69,135.77
CT6 5,342.19,137.18
CT6 6,317.49,133.16
CT6 7,333.38,134.72
CT6 8,341.75,138.12
CT6 9,343.54,137.45
CT7 0,324.0,133.47
CT7 9,309.34,131.55
CT8 8,296.39,129.51
CT9 1,276.79,127.1
CT9 2,269.45,125.53
CT9 3,301.28,131.09
CT9 4,286.48,127.99
CT9 5,290.51,129.19
CT9 9,276.84,127.12
CV1 1,285.8,122.33
CV1 2,292.64,125.04
CV1 3,283.7,121.53
CV1 4,280.31,120.81
CV1 5,289.75,123.9
CV1 9,290.72,124.28
CV10 0,271.42,121.14
CV10 3,298.46,127.33
CV10 7,272.88,121.76
CV10 8,269.36,120.92
CV10 9,262.65,119.35
CV11 4,296.79,126.99
CV11 5,297.12,127.42
CV11 6,296.57,126.87
CV11 7,292.73,126.27
CV11 8,299.6,127.45
CV11 9,302.14,128.39
CV12 0,269.55,120.34
CV12 8,280.64,123.35
CV12 9,286.06,124.6
CV13 0,271.1,122.68
CV13 6,286.88,125.56
CV2 1,266.18,118.22
CV2 2,281.12,122.92
CV2 3,280.19,121.45
CV2 4,289.36,124.32
CV2 5,293.4,125.35
CV21 1,318.84,132.53
CV21 2,321.94,132.7
CV21 3,309.72,131.48
CV21 4,310.21,131.3
CV21 9,310.5,131.76
CV22 5,315.65,132.29
CV22 6,326.72,133.59
CV22 7,315.45,130.93
CV23 0,293.22,127.28
CV23 1,312.81,131.61
CV23 8,326.35,133.03
CV23 9,318.55,131.65
CV3 1,302.04,128.27
CV3 2,307.82,129.69
CV3 3,314.94,131.11
CV3 4,314.07,130.37
CV3 5,310.7,129.77
CV3 6,309.15,129.08
CV3 9,308.95,129.83
CV31 1,320.65,132.51
CV31 2,312.77,130.54
CV31 3,314.44,131.14
CV31 9,320.2,132.53
CV32 4,324.14,133.49
CV32 5,309.96,130.3
CV32 6,313.64,130.81
CV32 7,306.84,129.56
CV33 8,316.67,130.77
CV33 9,316.38,131.16
CV34 0,299.83,126.64
CV34 4,301.9,126.99
CV34 5,300.51,127.39
CV34 6,302.62,127.83
CV34 7,305.22,128.12
CV34 8,307.2,129.09
CV34 9,296.96,126.38
CV35 0,316.51,129.89
CV35 7,281.71,122.92
CV35 8,299.63,126.59
CV35 9,318.33,130.03
CV36 4,309.42,127.35
CV36 5,319.14,128.42
CV37 0,309.42,129.09
CV37 1,326.12,131.11
CV37 5,340.24,135.59
CV37 6,319.62,130.22
CV37 7,314.26,129.0
CV37 8,332.54,133.95
CV37 9,316.36,129.41
CV4 7,296.82,127.03
CV4 8,280.38,123.18
CV4 9,274.5,120.88
CV47 0,312.92,129.2
CV47 1,307.06,128.03
CV47 2,307.29,128.5
CV47 4,314.89,129.24
CV47 7,290.94,124.94
CV47 8,308.32,128.95
CV47 9,324.31,132.59
CV5 6,283.37,122.21
CV5 7,267.4,118.98
CV5 8,281.65,121.38
CV5 9,263.28,117.74
CV6 1,280.58,122.36
CV6 2,268.27,118.97
CV6 3,277.35,121.63
CV6 4,269.0,118.6
CV6 5,275.98,120.08
CV6 6,274.8,120.08
CV6 7,270.12,118.45
CV6 9,273.41,119.41
CV7 7,266.23,120.05
CV7 8,255.14,116.81
CV7 9,279.97,123.34
CV8 1,278.5,122.77
CV8 2,304.9,128.21
CV8 3,316.79,131.38
CV8 9,298.33,127.33
CV9 1,292.19,125.43
CV9 2,276.19,122.52
CV9 3,293.3,126.6
CV9 9,284.03,124.1
CW1 2,255.36,122.63
CW1 3,266.13,125.19
CW1 4,270.35,126.62
CW1 5,250.46,120.94
CW1 6,255.01,122.64
CW1 9,255.56,122.79
CW10 0,255.26,123.14
CW10 9,232.49,116.62
CW11 1,240.34,119.47
CW11 2,236.83,119.15
CW11 3,258.44,123.31
CW11 4,244.64,120.13
CW11 5,244.21,119.96
CW12 1,216.67,112.76
CW12 2,209.3,110.3
CW12 3,184.14,98.89
